,machine_id,session_id,orig_review,mhi_change,review,until,additional_info,features
48,5f3df7fb0f89b60001ec679a,6048b9e57e18a35393a521f7,True,False,True,2021-03-10 12:00:01,Good trend,vibration_vel_rms
49,5f3befb390f1570001102a0c,60611d881166854a92d0fc78,True,False,False,2021-03-29 00:00:01,Cliff,vibration_vel_order__0
50,5c9a0ecdc0909800015123c9,61172d7f8b1ed2c55f437a53,True,False,IGNORE,2021-08-14 02:00:01,,vibration_acc_p2p_percentiles
51,5f461b4c008c8a000150ccf2,5fcef2bb9cd0a415dae1bb1a,True,False,True,2020-12-08 03:00:01,Small trend,vibration_vel_rms
52,5f43990ed1f9a10001796607,601b162c0b605b2257cf7a9e,True,False,IGNORE,2021-02-03 19:00:01,,vibration_acc_p2p_percentiles
53,5f316d1a4600950001f672e6,611ef6e694bb68e7acc42a4e,True,False,False,2021-08-19 22:00:01,Nonsense,vibration_vel_order__0
54,5eb1590079e3a30001bb40cd,60b8bde105149c4400d1d33c,True,False,True,2021-06-03 09:00:01,Small trend,vibration_vel_order__0
55,5ce21791bbb4df0001b81457,5feaacec63eae62ef21609d3,True,False,False,2020-12-29 02:00:01,Cliff,vibration_vel_order__0
56,603d5b720f61920001b839dc,60c124715f6d2f056d623581,True,False,False,2021-06-09 20:00:01,Nonsense,vibration_vel_order__0
57,5f763562b89f210001d7a633,604f1201d48b0956c383fb19,True,False,False,2021-03-15 07:00:01,Nonsense,vibration_vel_order__0
58,5c892885e53502000158ba82,5fea032c7992ce3d0dd67487,True,False,False,2020-12-28 14:00:01,Transient,vibration_vel_rms
59,5c9a0e11269fde0001a0c839,602a45578f8f377ca11dd0d1,True,False,False,2021-02-15 09:00:01,Cliff,vibration_vel_order__0
60,5f5a60ae113dfa0001ff2445,60f8f42f8daefc2fdbfe299f,False,False,IGNORE,2021-07-22 02:00:01,,vibration_acc_p2p_percentiles
61,5f329671bff9a50001051246,611a645042910a0d226e4489,True,2 -> 0,IGNORE,2021-08-16 11:00:01,,vibration_acc_p2p_percentiles
62,5f273a0686c85b000169fddf,60ba7397b2be017a51ce60c4,True,False,False,2021-06-04 18:00:01,Nonsense,vibration_acc_p2p_percentiles
63,5eb15964658a470001b19b7d,5f51d1839571f569f7e99b68,True,False,False,2020-09-04 05:00:01,Cliff,vibration_vel_order__0
64,5f6b52eb33c68800014f39c1,600fb8be5bf45b5eb82262fe,True,False,True,2021-01-26 04:00:01,Step function,vibration_vel_order__0
65,5f461acdde69c7000158aaad,60586219a6853f6d1902c3d6,True,False,True,2021-03-22 09:00:01,Good trend,vibration_acc_p2p_percentiles
66,5f461b39de69c7000158aadc,6040972a095ddf22cbcf1b3b,True,False,False,2021-03-04 08:00:01,Small trend,vibration_vel_rms
67,5b74d009487d1b000135a178,6118b3b6677f91026fec1d4c,True,False,False,2021-08-15 04:00:01,Cliff,vibration_vel_order__0
68,60be752368b2fa0001714b87,611b24dd82a734e7bcb3d992,True,False,False,2021-08-17 02:00:05,Nonsense,vibration_vel_rms
69,5fc852ff6899180001913372,611bf6e5231f0dc1555f4370,True,False,False,2021-08-17 17:00:01,Cliff,vibration_vel_order__0
70,5d307fdb279791000124cde7,6006d5eb6dfb16539ede7e90,True,False,False,2021-01-19 12:00:01,Cliff,vibration_acc_p2p_percentiles
71,601dbf0cb2453a00012d950b,60b1d14fadb9020427765c75,True,False,False,2021-05-28 19:00:05,Small trend,vibration_vel_order__0
72,5f54ea9d75460200017599c0,611e381e7cf007eab38bb8c4,True,False,True,2021-08-19 08:00:01,Good trend,vibration_vel_order__0
73,5f16b9d3ab44ba000132dc00,5ff95032bcee6870b806bc37,True,False,True,2021-01-09 06:00:08,Small trend,vibration_vel_rms
74,5f7b77517235ce00012e093b,603022fbbba9f633b3285c0c,False,False,False,2021-02-19 14:00:03,Cliff,vibration_vel_order__0
75,5df8e5a449c7000001e9dc18,607d475e9aa860533435452e,True,False,False,2021-04-19 06:40:01,Small trend,vibration_vel_rms
76,5f16b1eeab44ba000132d672,6038c2220181d56795e23b6e,True,False,True,2021-02-26 07:00:01,Non linear trend,vibration_vel_rms
77,5d6584b2a514740001720d3e,600d0f892ea0856e589f3a0e,True,False,True,2021-01-24 04:00:01,Non linear trend,vibration_vel_rms
78,5f13f902ecca5100012b3ce0,603517a7f6642c62b57935df,True,2 -> 3,True,2021-02-23 12:00:01,Good trend,vibration_acc_p2p_percentiles
79,5f776883afdb3c0001bc3715,6039434df5a9107790ce301d,False,False,IGNORE,2021-02-26 16:00:01,,vibration_acc_p2p_percentiles
80,5f5a6b72113dfa0001ff2f70,6006b8048f110d7fb591b772,True,False,True,2021-01-19 10:00:01,Non linear trend,vibration_acc_p2p_percentiles
81,5de6d973b75b7b0001f25b0a,5f875b94686c7162e2c7cba1,True,False,True,2020-10-14 19:00:01,Step function,vibration_vel_rms
82,5f16b878ab44ba000132db1c,602bf9c5359e33280cc33f34,True,False,False,2021-02-16 16:00:08,Transient,vibration_vel_rms
83,5c892885e53502000158ba82,5f708e9939fdc674323de692,True,False,True,2020-09-27 13:00:01,Non linear trend,vibration_vel_rms
84,5eea68b3b0f53300018f55ce,5fcfaab46947373730310142,False,False,False,2020-12-08 16:00:01,Cliff,vibration_vel_order__0
85,5fbfa142ed41d50001b10c67,60b9a5cc648c39584c2510f5,True,0 -> 1,False,2021-06-04 02:00:01,Cliff,vibration_vel_order__0
86,5fa2c386ed7e450001ed14d1,5fff3412b54d73180dd9f5bb,True,False,False,2021-01-13 17:00:01,Cliff,vibration_vel_order__0
87,5c88176ce53502000158645f,60ec27ff094a4657561481c6,True,False,False,2021-07-12 11:00:01,Small trend,vibration_acc_p2p_percentiles
88,5f57b56f2a08ae0001f9ac6d,603d8b81748de639af687cbf,True,False,False,2021-03-02 00:00:01,Transient,vibration_vel_rms
89,5fb4fb2fba85e90001cbce86,605873f5444de16d4233ec28,True,0 -> 1,True,2021-03-22 08:00:01,Good trend,vibration_vel_rms
90,5c9a0af1c09098000151231b,601d9274835a8c3f01f4235e,True,False,True,2021-02-05 18:00:01,Small trend,vibration_acc_p2p_percentiles
91,5fa2d7885fd5bf00018de816,60380f8c45a8743540d530cc,False,False,False,2021-02-25 20:00:01,Cliff,vibration_vel_rms
92,5b0fb5369b3b7900013c8fc6,603bf515e8412b4f3e792c82,True,False,False,2021-02-28 17:00:01,Cliff,vibration_vel_order__0
93,5e4d8a1ee788ce0001163dfb,60a5a3fb01bff804e669ae44,True,False,IGNORE,2021-05-19 23:00:01,,vibration_vel_order__0
94,5ea361f2c220330001f72287,6020f8035abf7b7058e3deee,True,False,False,2021-02-08 08:00:01,Cliff,vibration_acc_p2p_percentiles
95,5f17f97238d5f80001cab593,603d554ca0b330517afd67d8,True,False,IGNORE,2021-03-01 20:00:01,,vibration_vel_order__0
96,5fb0d859a47db9000177d2ca,60369348db720b4ac70f2dab,True,False,True,2021-02-24 17:00:01,Good trend,vibration_vel_rms
97,5c3f857643d3e10001ce072c,5f6527144896e87b36280931,False,False,False,2020-09-18 21:00:01,Cliff,vibration_acc_p2p_percentiles
98,5c895954e53502000158ca12,60521c9c99a72c546b3259ac,True,1 -> 1,False,2021-03-17 14:00:01,Small trend,vibration_vel_order__0
99,60119f12da81760001e59cb7,610de5dcd130b1351922351b,True,False,False,2021-08-07 01:00:01,Cliff,vibration_vel_rms
100,5f461b61008c8a000150cd00,6054e44d51559d54be848d62,True,False,True,2021-03-19 17:00:01,Small trend,vibration_acc_p2p_percentiles
101,5c8a889a5035b20001836631,6039d4304b88c304f7c354ad,True,False,IGNORE,2021-02-27 01:00:01,,vibration_vel_rms
102,5f763562b89f210001d7a652,5fd16e8780e4ec2952d49fdb,True,False,True,2020-12-10 00:00:01,Good trend,vibration_vel_order__0
103,604ee7e7160d530001f04329,610c635c4cce416af0d2f93c,True,False,True,2021-08-05 22:00:01,Small trend,vibration_vel_rms
104,5ba2a2ea4166b60001dc33c4,6118b1967d48b351ef7e9aaa,True,False,False,2021-08-15 06:00:01,Small trend,vibration_vel_order__0
105,5f288fcb86c85b00016b258d,607c71ab9aa8605334346284,True,False,True,2021-04-18 15:00:01,Small trend,vibration_vel_rms
106,5dd553b6c102480001421325,611356a3d5c4b20fd3829cdb,True,1 -> 1,IGNORE,2021-08-11 04:00:01,,vibration_acc_p2p_percentiles
107,5d66a4dcf6c19b0001393a08,5ffefacd2b3fed7afc4cd83a,True,False,False,2021-01-13 11:00:01,Cliff,vibration_vel_rms
108,5f5a6b72113dfa0001ff2f70,5feab33490ca253ba8d95df0,True,False,True,2020-12-29 04:00:01,Good trend,vibration_acc_p2p_percentiles
109,5fa2cb995fd5bf00018dd8f6,60fd79af5fdb7b76333f5c42,True,False,False,2021-07-25 14:00:01,Small trend,vibration_vel_order__0
110,5f4facf2b2238400018370b1,60d09995ae83f82983cc9411,True,False,IGNORE,2021-06-21 13:00:01,,vibration_vel_rms
111,5e14bd8368cc7e000130e272,602a313744ee7719a811c34d,True,False,False,2021-02-15 08:00:01,Small trend,vibration_acc_p2p_percentiles
112,5bfee00cba56640001af53b9,60fe49de5070fd2a1f5ca012,True,1 -> 2,True,2021-07-26 03:00:05,Good trend,vibration_acc_p2p_percentiles
113,5d308144279791000124ce4b,5fa519f13c35843de81b1349,True,False,False,2020-11-06 07:00:01,Small trend,vibration_acc_p2p_percentiles
114,603032dc2b32e20001958c32,610230cfbd3da908c59a78a3,False,False,False,2021-07-29 04:00:01,Cliff,vibration_vel_rms
115,5f68725532513a0001e7660f,5fde6c063f5b974b646239e6,True,False,IGNORE,2020-12-19 21:00:01,,vibration_vel_rms
116,5d74f2b4652ea700015de320,5f5c8cefc6487876789b7d86,True,False,False,2020-09-12 06:00:01,Cliff,vibration_acc_p2p_percentiles
117,5bfeb877db7af80001a2e9a3,61198fd88f151e2d15845fb1,False,False,True,2021-08-15 20:00:01,Small trend,vibration_vel_rms
118,5eb1590079e3a30001bb40cd,5f768513e337232473b8fba0,True,False,False,2020-10-02 01:00:01,Cliff,vibration_vel_order__0
119,5db0481bd43c4a0001a90ac3,608b620968c0d676c1657755,False,False,False,2021-04-29 23:00:01,Small trend,vibration_vel_rms
120,5ef6572f4db9b00001828156,609df0e42851495e04194da3,True,2 -> 2,True,2021-05-14 03:00:01,Non linear trend,vibration_acc_p2p_percentiles
121,5fc7bb9c6899180001904118,60f62462d191104736ab04bf,True,False,False,2021-07-19 23:00:01,Cliff,vibration_vel_rms
122,5d74f37114cf6b0001286824,607bf18c4a35c55b167ad474,True,False,False,2021-04-18 08:00:01,Transient,vibration_acc_p2p_percentiles
123,5f461ba2de69c7000158ab0b,60f390e270d0115dadc0c8e9,True,False,False,2021-07-18 02:00:01,Cliff,vibration_vel_order__0
124,5c47821b43d3e1000145c290,602c0a0cb2d3993335c14d91,True,False,True,2021-02-16 17:00:01,Good trend,vibration_vel_order__0
125,5f16a901ab44ba000132cbba,60bc79ef3375e3715591e8a3,True,False,True,2021-06-06 05:00:01,Good trend,vibration_vel_order__0
126,604a3300e3b1d70001558601,60f92e71ae0f4f604d68432c,True,False,False,2021-07-22 06:00:01,Transient,vibration_vel_rms
127,5d654291f6c19b000138bf7f,605788b75bc2284494c0fafd,True,False,IGNORE,2021-03-21 17:00:01,,vibration_acc_p2p_percentiles
128,5ced5ba8ee3cdc000175354e,60fdd0ac0eb2d079201ff2e0,True,False,False,2021-07-25 00:00:01,Small trend,vibration_vel_order__0
129,5f4b5712008c8a00010a98e1,611279ae34d1df7fc0202bcd,True,False,False,2021-08-10 12:00:01,Small trend,vibration_vel_rms
130,5f461bc6de69c7000158ab23,5fff39f462e1ab1f911c1548,True,False,True,2021-01-13 18:00:01,Small trend,vibration_vel_order__0
131,5f5281f7f3b4d400014c1c56,60a3db12d6631d6dd0a9e049,False,False,False,2021-05-18 15:00:02,Cliff,vibration_vel_rms
132,5fc7ea89689918000190887c,60818d8d06fb066b2b60a1ac,True,1 -> 2,True,2021-04-22 14:00:01,Small trend,vibration_vel_rms
133,5e5d1424c7847d0001bcc8ba,60d977890485fa6baa356b5e,True,False,False,2021-06-28 07:00:01,Transient,vibration_vel_rms
134,5f27253fa0d2fb00017516ad,607bf15c9aa860533433dad2,True,False,False,2021-04-18 03:00:01,Step function,vibration_vel_rms
135,5f6e369a2eb7700001477305,604efc2ae864ed0f7eef9f24,True,False,False,2021-03-15 06:00:01,Small trend,vibration_vel_order__0
136,5de54cf38afe10000101bf4e,609861cc92fa136a7c73c352,False,False,IGNORE,2021-05-09 22:00:01,,vibration_acc_p2p_percentiles
137,5ef64af9e1c0e90001ebf6e3,6032370a5b726c329de92cb7,True,False,True,2021-02-21 10:00:01,Good trend,vibration_vel_rms
138,5c0198acdb7af80001a3782b,607d40c69aa8605334353bd0,True,False,IGNORE,2021-04-19 08:00:05,,vibration_vel_rms
139,6001c62e6d614000013296fe,60c5f35de12b803724b2a5f6,True,1 -> 2,True,2021-06-13 09:00:01,Good trend,vibration_vel_rms
140,5cf9bf99ebe5fb0001dc3559,60ec2af3094a465756148d48,True,False,False,2021-07-12 11:00:05,Nonsense,vibration_vel_order__0
141,5a96cd69402ff00001002227,6058e77f9c043e2333906c16,False,False,IGNORE,2021-03-22 18:00:01,,vibration_vel_order__0
142,5f3295764600950001f793f5,60127ac05cc6f921b5f00362,True,False,True,2021-01-28 06:00:01,Small trend,vibration_vel_order__0
143,5e56a865c7847d0001b949fb,60a5eb1a020a1e709e4af507,False,False,False,2021-05-20 04:00:01,Nonsense,vibration_acc_p2p_percentiles
144,5fa2d6385fd5bf00018de729,607e5caa4a35c55b167d6378,True,False,True,2021-04-20 04:00:01,Step function,vibration_vel_rms
145,5e3a0202d4553c000109e88d,607d246e9aa8605334351c78,True,False,IGNORE,2021-04-19 06:00:01,,vibration_vel_order__0
146,5c880dd45035b20001829fe4,60d85dda3a163f13a286e152,True,False,False,2021-06-27 11:00:01,Cliff,vibration_acc_p2p_percentiles
147,5e5d0e84c7847d0001bcc3e5,60005ef9c4be5b34657e1c36,True,False,IGNORE,2021-01-14 15:00:01,,vibration_vel_rms
148,60489620c745c90001794a06,60ad9bf5dbe8913875160757,True,2 -> 3,True,2021-05-26 00:00:01,Good trend,vibration_acc_p2p_percentiles
149,5f05c399c232080001ccd225,604a393fe6cf3d39d84ed37f,True,False,False,2021-03-11 15:00:01,Nonsense,vibration_vel_rms
150,60589cf2076ce800017f55fd,6110ecbef4e7702c4648bef3,True,False,True,2021-08-09 08:00:01,Non linear trend,vibration_acc_p2p_percentiles
151,5c9a0a70269fde0001a0c789,60f617c525f4b00849924030,True,False,IGNORE,2021-07-19 22:00:01,,vibration_vel_order__0
152,5f16a99eecca5100012daf78,610c754f28d24f104fbd6d2e,True,0 -> 1,False,2021-08-05 23:00:01,Small trend,vibration_vel_rms
153,608192fae481630001f28a98,60d621ed7993b76ec7712a96,False,False,False,2021-06-25 18:00:01,Cliff,vibration_vel_rms
154,5ae17219a6682000014caa71,5fcab2506ae089255f6ab60d,True,False,True,2020-12-04 22:00:01,Non linear trend,vibration_vel_rms
155,5e5d153f3ce9c60001323a21,5ff75b3d26edc477c540310b,True,False,True,2021-01-07 19:00:01,Small trend,vibration_vel_rms
156,5f16c266ecca5100012dc870,5ff9264bc58490046f0c7939,False,False,False,2021-01-09 03:00:01,Small trend,vibration_vel_order__0
157,5fa986ebe347b700012a9fad,60c4fff5b8454b094145bd73,True,False,False,2021-06-12 18:00:01,Cliff,vibration_vel_rms
158,5cc7fa4152ff16000159b9b3,60249b7e115d051a82f04869,True,False,True,2021-02-11 00:00:01,Small trend,vibration_acc_p2p_percentiles
159,5d66a75ef6c19b0001393b3f,6063c7c5d20acc19e88b009c,True,False,False,2021-03-30 22:00:01,Cliff,vibration_vel_order__0
160,5e5d11f1c7847d0001bcc75b,60d03c9c717e643b0179374a,True,0 -> 1,True,2021-06-21 07:00:01,Good trend,vibration_acc_p2p_percentiles
161,5e5d10bc6b4d3d0001a03ee6,60409b8447145e34b9bc9b8f,True,False,False,2021-03-04 08:00:01,Nonsense,vibration_acc_p2p_percentiles
162,5de7d607e49f1a000137c62c,5f803294b087066e3c42c0d9,True,False,True,2020-10-09 09:00:01,Small trend,vibration_acc_p2p_percentiles
163,5ee9828b3b3ff20001295ab4,5f5b887d97687d56ba4085c4,True,False,True,2020-09-11 14:00:01,Small trend,vibration_acc_p2p_percentiles
164,6010404bdb982b0001fdafff,6108e68931eaa77f1c871737,True,False,IGNORE,2021-08-03 06:00:01,,vibration_acc_p2p_percentiles
165,5d5ec7fef1e87500013268ec,5fe23071dbf5216ff2a31ed1,False,False,True,2020-12-22 17:00:01,Good trend,vibration_vel_order__0
166,5df7ea19d800e400013c1f38,5f967259d763ff3cc4e4a387,True,False,True,2020-10-26 06:00:01,Cliff,vibration_vel_rms
167,5f3df7fb0f89b60001ec678c,5f9f7efdc54b1b629c2bd9c3,True,False,IGNORE,2020-11-02 03:00:01,,vibration_vel_order__0
168,5ded024b7f188e000188e091,607bf11d9aa860533433da2c,True,0 -> 1,IGNORE,2021-04-18 08:00:01,,vibration_vel_order__0
169,5f9ff542ce12ea0001163f34,60ae7d927742456750bcf87c,True,False,False,2021-05-26 16:00:01,Nonsense,vibration_acc_p2p_percentiles
170,5fd2e84a63c9b60001bb757b,60f276070425764eb77c5f28,True,False,True,2021-07-17 06:00:01,Non linear trend,vibration_acc_p2p_percentiles
171,5d5dae80f2b5530001dabc1c,60d171047e91fd3f4e38585f,True,False,True,2021-06-21 13:00:01,Small trend,vibration_vel_order__0
172,5f32b64a4600950001f7b176,607bf07a9aa860533433d926,True,False,False,2021-04-18 08:00:01,Cliff,vibration_vel_order__0
173,5edaca189fd3e50001043e68,611438d579ede2097a34f1b8,False,False,False,2021-08-11 18:00:01,Cliff,vibration_acc_p2p_percentiles
174,5e1770751d33b30001ff63fa,6081a34af4dd120283d60c4b,True,False,False,2021-04-22 16:00:01,Small trend,vibration_vel_rms
175,5f0ad4af185d790001b32b01,6107a28df811714912afa7d9,True,False,False,2021-08-02 05:00:01,Nonsense,vibration_vel_rms
176,5df149cd41eb7e0001748280,5fe9fe4f7992ce3d0dd671bb,True,False,True,2020-12-28 15:00:01,Non linear trend,vibration_vel_rms
177,5cc85832082a51000143347a,5f4e649f1957bc76454c68bb,True,False,False,2020-09-01 14:00:01,Cliff,vibration_vel_rms
178,5c99fdb7269fde0001a0c359,6052a88f3c99fb2ae2b0d909,True,False,True,2021-03-18 01:00:01,Good trend,vibration_acc_p2p_percentiles
179,5f16d429ab44ba000132f502,60c1fdca8ab77e2ad28cc3a3,True,False,IGNORE,2021-06-10 09:00:01,,vibration_vel_rms
180,5f16d591ab44ba000132f607,5fdd864fbb35c70e45fc3cf5,True,1 -> 1,True,2020-12-19 04:00:01,Non linear trend,vibration_vel_rms
181,5f316f604600950001f67486,5fa668eb5906ff022a98ef10,True,False,True,2020-11-07 09:00:01,Good trend,vibration_acc_p2p_percentiles
182,5eae4a3cac809e0001fb7d31,60912c512a74cc0ca1b825a1,True,False,False,2021-05-04 09:00:01,Cliff,vibration_acc_p2p_percentiles
183,5ded03cdc6552f00017c0f35,5fa73100af0e2274359a1ee7,True,False,IGNORE,2020-11-07 23:00:01,,vibration_vel_order__0
184,5fcf9ffb235b110001ecb694,60d970e50485fa6baa355792,True,0 -> 1,IGNORE,2021-06-28 06:00:01,,vibration_vel_order__0
185,5de3752da1a1de0001c3aa7b,5fae1e568325274aab82ae7d,True,2 -> 1,False,2020-11-13 03:00:01,Nonsense,vibration_acc_p2p_percentiles
186,5e175a3e68cc7e0001324585,6093a5619519fe7117a54ce9,True,False,True,2021-05-06 05:00:01,Good trend,vibration_acc_p2p_percentiles
187,5efc1d2c31989d0001349d12,608d32b2c796e44ae65a3ce0,True,False,True,2021-05-01 10:00:01,Good trend,vibration_vel_rms
188,5e5d0d6ac7847d0001bcc34b,60b94e07cbde5c7a853e1c9d,True,False,IGNORE,2021-06-03 21:00:02,,vibration_vel_order__0
189,5f16aad7ecca5100012db0b8,605d6c75d7a286255533d206,True,False,False,2021-03-26 05:00:01,Cliff,vibration_vel_order__0
190,5ae1721aa6682000014caa88,60c2e37dd4d7990c088c2049,True,False,False,2021-06-11 04:00:01,Small trend,vibration_vel_rms
191,5eb16a33658a470001b1a38b,5f4ef608c0295041ad6ad583,True,False,IGNORE,2020-09-02 01:00:01,,vibration_vel_rms
192,5e5d12aec7847d0001bcc7a5,60bde66d3912765f930e9e46,True,1 -> 2,True,2021-06-07 09:00:01,Good trend,vibration_vel_rms
193,5a96ddc67aca620001002309,6092b6e807209101d9b1da24,True,False,False,2021-05-05 13:00:01,Cliff,vibration_acc_p2p_percentiles
194,5f54f0657546020001759d8d,5fc792b4b5e0b705b1f4031c,True,False,True,2020-12-02 13:00:01,Good trend,vibration_vel_rms
