machine_id,session_id,orig_review,mhi_change,review,until,additional_info,features
5f68b8d132513a0001e7ad3a,5ff097a8915af11f7e4f731a,False,False,False,2021-01-02 15:00:01,Nonsense,
5c210390fc88f80001c738e4,60224a2acb355c49e41fa46d,True,False,False,2021-02-09 08:00:01,Small trend,
5f16ab6eecca5100012db19f,608c1b15f68eb17d460facf4,False,False,False,2021-04-30 14:00:01,Cliff,
5de7d278e49f1a000137c3e4,6015006cf53d4e41b928208d,True,1 -> 1,True,2021-01-30 05:00:01,Small trend,vibration_vel_rms
5e2e26598d6c4800011f7fd2,5ff0ec893ff9c81fd2f8fe58,False,False,IGNORE,2021-01-02 21:00:01,,
5ec3fe3ec63d77000131a0b1,5ff0f896f5d86b1344f50590,False,False,IGNORE,2021-01-02 22:00:01,,
5f16d264ecca5100012dd6ff,607a022f9aa860533431db7f,True,False,True,2021-04-16 21:00:01,Good trend,vibration_vel_rms
5f3befb390f1570001102a1b,60279754f5e05474ea7c123a,True,False,True,2021-02-13 08:00:01,Small trend,vibration_vel_order__0
5c48b9eea81e6a000129ddfb,5ff10e946abec949d2ef52ff,True,False,True,2021-01-03 00:00:01,Small trend,vibration_vel_rms
5ef61d6bb987aa0001143e02,5ff6bf1011beae5ffed18ffe,False,False,True,2021-01-07 07:00:01,Small trend,vibration_vel_rms
5f54eaf875460200017599f7,5ff859a28543847f48bc955f,False,False,IGNORE,2021-01-08 11:00:03,,
5f16bf10ecca5100012dc6d9,6034451d99e4192f0652d76b,True,False,True,2021-02-22 23:00:01,Good trend,vibration_vel_rms
5f07e7d435fc82000112db62,603275c2c6eda94276b6a796,True,False,True,2021-02-21 14:00:01,Good trend,vibration_vel_order__0
5c12883005fde70001e02410,5ff15fb97210064ed9725bfb,False,False,False,2021-01-03 06:00:01,Small trend,
5ba2cea6c04bf50001e97043,5ff1711da2884a7685915d4f,True,0 -> 2,IGNORE,2021-01-03 07:00:01,,
5e2e2b0919e17e00019b58ab,6039914c02eb0423573b806c,False,False,IGNORE,2021-02-27 00:00:04,,
5c4781f5a81e6a00016202d9,60436b6ecf023b4ba5fe9dc4,False,False,False,2021-03-06 11:00:01,Nonsense,
5f16d39bab44ba000132f41f,5ff1a35d2dca0f51960ea156,False,False,IGNORE,2021-01-03 10:00:01,,
5f16aca8ab44ba000132d182,5ff1b0e31e177c020830bc41,False,False,True,2021-01-03 11:00:01,Small trend,vibration_vel_rms
5d83ef29362a9e00010285c6,5ff1b58e68e70d7e34d8c3d7,False,False,False,2021-01-03 12:00:01,Nonsense,
5f6875d91ab358000175948e,5ff1c62e89e8cc1c95cc2b56,False,False,False,2021-01-03 13:00:01,Nonsense,
5c1d17d3c04d65000106484a,5ff1c2c4a9958528d56e5aa8,True,False,True,2021-01-03 12:00:01,Good trend,vibration_acc_p2p_percentiles
5c535f03e67aa1000153ffee,5ff1e8005129cf41f967b6df,False,False,IGNORE,2021-01-03 15:00:01,,
5c48b9d843d3e10001461237,602c063f05a6703514521852,True,False,True,2021-02-16 17:00:01,Small trend,vibration_vel_rms
5c1e4e48fc88f80001c6772f,6035e5c78ef7ad750150933e,True,False,False,2021-02-24 05:00:01,Cliff,
5f16b0acab44ba000132d502,602c1ff94e670d4e22b79e5f,True,False,False,2021-02-16 19:00:01,Nonsense,
5bfeb877db7af80001a2e9a3,5ff22a390a6c6c255ca52e91,True,False,True,2021-01-03 20:00:01,Cliff,vibration_vel_rms
5ee619136d0b11000196ac38,60102df686cae1611e868588,True,False,False,2021-01-26 14:00:01,Cliff,
5f6218e306dda30001e7197c,6042e03948fd2f78f3d6a2bb,False,False,IGNORE,2021-03-06 01:00:01,,
5efc88e2f9ff690001638244,5ff2ae2945d28a28d8ce3ab8,False,False,False,2021-01-04 05:00:01,Small trend,
5ddc23a6a1a1de0001bff53f,6094ab6c82574d2a7fe303a6,True,False,False,2021-05-07 02:00:01,Cliff,
5d83c46ccb147a0001012ecc,607105391867ba1a72a51526,True,1 -> 2,False,2021-04-10 01:00:01,Nonsense,
5f54da10d8ef2c000182f413,5ff2bc136d3a9a4d33f96386,True,False,False,2021-01-04 06:00:01,Small trend,vibration_acc_p2p_percentiles
5ec0431548d3960001d860c0,5ff2ca9bc5a99e6d03d715c8,False,False,False,2021-01-04 07:00:01,Cliff,
5f1759aa39772b0001d4518e,5ff2d7df741afe0855f39efb,False,False,False,2021-01-04 08:00:01,Cliff,
5ec043518aede1000190a7cf,603de194cfb93100ab7dee14,False,False,True,2021-03-02 06:00:01,Good trend,vibration_vel_order__0
5f461b7bde69c7000158aaee,5ff2db4f0eb67268e459fbd6,True,False,False,2021-01-04 09:00:01,Cliff,
5f461afe008c8a000150ccc8,5ff2dba2fc67ea2c6d323d0c,False,False,False,2021-01-04 09:00:01,Nonsense,
5f461abade69c7000158aaa7,5ff2dba1b7fb0f2bc65bafe4,True,False,IGNORE,2021-01-04 09:00:01,,
5f461cb9de69c7000158ac1f,5ff2dafcfc67ea2c6d323cc7,False,False,IGNORE,2021-01-04 09:00:01,,
5e5d12aec7847d0001bcc7a5,5ff7dad8e35c964701e878ce,True,False,False,2021-01-08 04:00:01,Cliff,
5f461c9ede69c7000158ac02,5ff6d2490188102b325dfc2b,False,False,False,2021-01-07 09:00:01,Small trend,
5efcea942dab780001af02d7,5ff5a3405925f10664279562,False,False,IGNORE,2021-01-06 11:00:01,,
5f461abade69c7000158aaa4,601c2c2387bd8d2175dd56f5,True,0 -> 0,False,2021-02-04 17:00:01,Cliff,
5c9a0e51c0909800015123aa,5ff2e8e11e047c6a6d4c40a9,False,False,False,2021-01-04 10:00:01,Small trend,
5f36b9ce4ea4c300017d75d6,5ff2ecd486977a3cd54b0700,False,False,False,2021-01-04 10:00:01,Nonsense,
5f54d8d1754602000175858f,5ff2ec1160c71b2b67b5265e,False,False,False,2021-01-04 10:00:01,Nonsense,
5d9b90b709f1b900011f03b9,5ff2f05b60c71b2b67b52856,True,False,IGNORE,2021-01-04 10:00:01,,
5d9ba3f21428ea00018b2087,5ff2f32f60c71b2b67b52c05,True,False,True,2021-01-04 10:00:01,Good trend,vibration_vel_rms
5e5d0dfc3ce9c6000132365c,5ff2f7a686977a3cd54b0ff3,False,False,IGNORE,2021-01-04 11:00:01,,
5f16d4a4ecca5100012dd99b,5ff307fe51a1184069e040b7,True,1 -> 1,False,2021-01-04 12:00:01,Cliff,
5f316badbff9a500010410e5,5ff30957c86fec459a812da5,False,False,False,2021-01-04 12:00:01,Step function,
5ebac7687c709000015cfa02,600994d2059333764764b1ab,True,False,True,2021-01-21 13:00:01,Good trend,vibration_vel_rms
5e5d13f6c7847d0001bcc89f,60227186c083a622359aee11,True,False,True,2021-02-09 11:00:01,Step function,vibration_vel_rms
5f461ed3de69c7000158ad4a,601a8f06c86eea0ba835034b,True,2 -> 1,True,2021-02-03 11:00:01,Good trend,vibration_vel_rms
5db0481bd43c4a0001a90ac3,5ff31055c86fec459a813545,False,False,True,2021-01-04 12:00:01,Non linear trend,vibration_acc_rms
5f27444f86c85b00016a0760,5ff31db4e47ffa34434e5814,False,False,True,2021-01-04 13:00:01,Small trend,vibration_acc_p2p_percentiles
5f16d429ab44ba000132f502,5ff31ccae47ffa34434e5621,False,False,False,2021-01-04 11:00:01,Nonsense,
5bfc4588ba56640001aede27,60412265dd1e067edaad6ff2,False,False,IGNORE,2021-03-04 16:00:01,,
5de6ebc53722310001d3add4,601cfc24f996114c9cb7aa0e,True,False,True,2021-02-05 08:00:01,Good trend,vibration_vel_rms
5ee63799fa8c060001515d50,607be5f64a35c55b167ac9f6,False,False,False,2021-04-18 05:00:01,Small trend,
5f16d647ab44ba000132f73c,604454baa0dcef14996e4649,False,False,IGNORE,2021-03-07 04:00:01,,
5ccb2b2c16075400015ba984,5ff3363be1976e4620431652,False,False,False,2021-01-04 15:00:01,Nonsense,
5d74f2d2652ea700015de32c,5ff33976e47ffa34434e696d,True,False,True,2021-01-04 15:00:01,Good trend,vibration_acc_p2p_percentiles
5defbb9345a3bb0001ffc115,605786cb5bc2284494c0f825,True,False,True,2021-03-21 17:00:01,Good trend,
5efcec2ff9ff69000163c3d1,5ff35553c783d82d0ec3695f,True,False,IGNORE,2021-01-04 17:00:01,,
5efcec7731989d0001350d91,5ff35550c783d82d0ec36958,False,False,IGNORE,2021-01-04 17:00:01,,
5c0198acdb7af80001a3782b,5ff35c646f90ca4eec45789f,False,False,False,2021-01-04 18:00:01,Nonsense,
5b0fb5019b3b7900013c8fc3,5ffda3612b426b11f05c3908,True,False,True,2021-01-12 13:00:01,Good trend,vibration_vel_rms
5f54ea9475460200017599b0,6052c165edb8e26003308592,True,False,True,2021-03-18 00:00:01,Good trend,vibration_vel_order__0
5dc9d5371f61ad000176a432,5ff38437ca02cb4e9fc88edc,False,False,False,2021-01-04 19:00:01,Small trend,
5eb162b3aaf9330001c74ed5,5ff38ae82131d02c4f7f0916,True,False,True,2021-01-04 21:00:01,Good trend,vibration_vel_order__0
5f16b17becca5100012db8f1,5ff38b655a6b4d77f8c6a2bf,True,False,True,2021-01-04 21:00:01,Good trend,vibration_vel_rms
5f371cc6a829e5000116c4f2,606053e3494e1f47577c0d8e,True,0 -> 1,True,2021-03-28 09:00:01,Good trend,vibration_vel_rms
5efc880d31989d000134d868,5ff395b4a1ce45343f78297e,True,False,True,2021-01-04 19:00:01,Good trend,vibration_vel_rms
5f5281f7f3b4d400014c1c55,602c2873bec7f954af6f12e6,True,False,True,2021-02-16 15:00:01,Good trend,vibration_vel_order__0
5efcec60f9ff69000163c3e9,5ff3a579f6e0cc04054400fd,False,False,False,2021-01-04 23:00:01,Cliff,
5b292805d86983000175627e,5ff3af8afb149c7d1cb1d07b,True,0 -> 1,False,2021-01-05 00:00:01,Cliff,
5f16d034ecca5100012dd54e,5ff3b368e5c3d34d4e6b25e3,False,False,False,2021-01-05 00:00:01,Nonsense,
5f6872b61ab35800017590a9,6047c14e22cccd09a43ef443,False,False,False,2021-03-09 18:00:01,Small trend,
5efceb192dab780001af03dc,5ff3b923e5c3d34d4e6b2d67,False,False,False,2021-01-05 00:00:01,Nonsense,
5ccb2b2c16075400015ba985,5ff3b372e27d7251c5e97281,False,False,False,2021-01-05 00:00:01,Cliff,
5eead1983b3ff200012a1e96,60261b8259e3540a03d98720,True,False,True,2021-02-12 04:00:01,Good trend,vibration_vel_order__0
5f54d8b87546020001758586,60981c6b90855e5d9d97acbd,False,False,True,2021-05-09 17:00:01,Small trend,vibration_acc_p2p_percentiles
5c5463fae67aa10001be72ef,5ff3e1c93c92b65d3f8cf457,False,False,False,2021-01-05 01:00:01,Nonsense,
5c1d1548fc88f80001c62b12,5ff3e73ad262e57a6bcaea67,False,False,False,2021-01-05 01:00:01,Cliff,
5f6f6207bc7eda0001fc8218,5ff3e9ed19f3d354b3bea6dc,True,1 -> 3,True,2021-01-05 04:00:01,Good trend,vibration_acc_rms
5eed0f33fca359000120fe1f,5ff3f7d3d262e57a6bcaf468,True,False,True,2021-01-05 05:00:01,Non linear trend,vibration_vel_rms
5f36b856a829e500011664a4,5ff418508d987b6a472dac91,False,False,False,2021-01-05 07:00:01,Nonsense,
5f37f49fa829e500011790a1,5ffea580ee6640238d00699b,True,False,True,2021-01-13 07:00:01,Small trend,vibration_vel_rms
5efcec1531989d0001350d39,5ff43725b6d3b15a70240092,False,False,False,2021-01-05 09:00:01,Small trend,
5f3befb390f1570001102a00,60144866368b5119b28f1354,False,False,False,2021-01-29 17:00:01,Small trend,
5e68ffe7e366dd0001775fa4,601765e9de681948a81ca887,False,False,IGNORE,2021-02-01 01:00:01,,
5f871b82789ec300012555d4,5ff4713e0b101c52f419c64d,False,False,IGNORE,2021-01-05 13:00:01,,
5f16d4bbecca5100012dd9a2,6015cdaef5ba6d0c1c0e5f72,True,False,False,2021-01-30 21:00:01,Cliff,
5f75db16e1c8370001c1b416,5ff8b64c17e56d5ae0472a54,False,False,False,2021-01-08 19:00:01,Nonsense,
5b2a6b9fcfd1f40001f289b4,5ff48a576d09b1387b07749a,False,False,False,2021-01-05 15:00:01,Nonsense,
5f36b8f24ea4c300017d7582,6073fa8c4a35c55b16729f26,False,False,True,2021-04-12 07:00:01,Small trend,vibration_vel_order__0
5f461afede69c7000158aabc,5ff496a90dcdb54f23644f5a,True,False,False,2021-01-05 16:00:01,Small trend,
5b29561bcfd1f40001f2749f,5ff49d85c3da4a7d1e07a228,True,False,IGNORE,2021-01-05 17:00:01,,
5b2a6c9cd869830001757cb9,5ff4a85e554c651a9d84cf7b,True,0 -> 2,False,2021-01-05 17:00:01,Nonsense,
5ee619b96d0b11000196ac81,5ff4ab3accbca7623579a6c3,False,False,False,2021-01-05 18:00:01,Small trend,
5f57b56f2a08ae0001f9ac67,60323a7e55dc605989ba9c83,False,False,IGNORE,2021-02-21 10:00:01,,
5f57b56e2a08ae0001f9ac3d,603adb47b7383c323b19c1ed,True,False,True,2021-02-27 23:00:01,Good trend,vibration_acc_p2p_percentiles
5f54dad17546020001758768,5ff4b508272cb408373912f6,False,False,IGNORE,2021-01-05 18:00:01,,
5f54f1b2d8ef2c0001830ce9,5ff4bdccd7d65372a87e9acf,True,False,IGNORE,2021-01-05 19:00:01,,
5f16ac5bab44ba000132d148,601b60087098b522c2eda5e1,True,False,False,2021-02-04 00:00:01,Cliff,
5c4633d143d3e10001659e23,5ff4ef181ffc870e7932ba1c,False,False,False,2021-01-05 21:00:01,Nonsense,
5f763562b89f210001d7a640,5ff4f89446c8101765839d4e,False,False,False,2021-01-05 23:00:01,Small trend,
5f3df7fb0f89b60001ec679c,603243aea3e5b8067c275ad7,False,False,True,2021-02-21 11:00:01,Good trend,vibration_vel_order__0
5ef8e86ebf707300018e755b,5ff52031512835483d9c7fa1,True,False,True,2021-01-06 02:00:01,Step function,vibration_acc_p2p_percentiles
5df8e2cab5f3150001f2ae04,60053481f2c2b06dfc9a253f,True,False,False,2021-01-18 07:00:01,Cliff,
5c21076ffc88f80001c73b71,5ff577c333a0834cfed19262,False,False,False,2021-01-06 08:00:01,Transient,
59bab28be09fcb0001003062,604718f66131d84e786e1898,False,False,False,2021-03-09 06:00:01,Nonsense,
5c7d6f47517fa800017f9c37,5ff58f79ef564b33ae3f1787,False,False,False,2021-01-06 10:00:01,Small trend,
5cd2d44a011b5000011ff36e,5ff59800ef564b33ae3f204a,False,False,True,2021-01-06 10:00:01,Small trend,vibration_vel_rms
5f3725eea829e5000116cf8e,60680b778be699483f352f55,False,False,False,2021-04-03 06:00:01,Transient,
5ee638487eb62500011e6e01,5ff5a2e35ca4bf18ff7f766f,True,False,True,2021-01-06 11:00:01,Good trend,vibration_vel_rms
5d9caf0d44ca32000195954d,5fff6a222301e83c0d6cddc1,False,False,IGNORE,2021-01-13 21:00:01,,
5d9debcd1428ea00018c1ddb,5ff5d06130c02a4134ea5096,True,1 -> 0,False,2021-01-06 14:00:01,Cliff,
5b2a7886d869830001757ddb,5ff5d7c55e69f964fa355ec9,False,False,False,2021-01-06 15:00:01,Small trend,
5de6cba7b75b7b0001f25361,5ff909fcd6841e6578d9e4d2,False,False,False,2021-01-09 01:00:01,Cliff,
5c5463ef1485df000132339c,5ff5f3d88a8bbe0d793c7d24,False,False,False,2021-01-06 17:00:01,Nonsense,
5f288b67a0d2fb00017669a5,5ff5fe41fcedc95eda89d90e,False,False,False,2021-01-06 18:00:01,Small trend,
5c75ac51517fa800017d5640,5ff60886d21b16618a58c57e,False,False,False,2021-01-06 16:00:01,Nonsense,
5db08a170cc2d8000151ec5c,603422a49e627e6fd7ecd1b9,True,False,True,2021-02-22 18:00:01,Good trend,vibration_vel_order__0
5c7607510851b700014c3cd5,5ff6291ccac38a569db78786,False,False,IGNORE,2021-01-06 21:00:01,,
5c19363e8c236b0001881f29,600583907854c87795d57b47,True,False,IGNORE,2021-01-18 12:00:01,,
5ec434e8c63d77000131bd0f,60023753031a667207bf4610,False,False,True,2021-01-16 00:00:01,Good trend,vibration_acc_p2p_percentiles
5e2e2a9f8d6c4800011f8238,6039874181465b148b54ea05,False,False,False,2021-02-26 23:00:05,Nonsense,
5bb799024b6c050001936aca,602bd29bc760d97327e451d2,True,False,True,2021-02-16 12:00:01,Good trend,vibration_vel_order__0
5e5d10b1c7847d0001bcc715,5ff69aa3bf6cc02dd224a74b,False,False,False,2021-01-07 05:00:01,Transient,
5f371704a829e5000116c1a8,605fb2b06c79d757f22c0ca5,False,False,False,2021-03-27 03:00:03,Transient,
5f763562b89f210001d7a641,600e45024cdeb9517fe613f1,True,False,True,2021-01-25 04:00:01,Small trend,vibration_vel_rms
5c4266c243d3e1000164a727,5ff6af3fd6cebd528d446351,False,False,False,2021-01-07 06:00:01,Small trend,
5c4435b4a81e6a0001612ba6,5ff6ba9611beae5ffed18a75,False,False,False,2021-01-07 06:00:01,Small trend,
5eed0ebbaf6ac10001982401,5ff6d4a00188102b325dfd92,True,False,True,2021-01-07 07:00:01,Non linear trend,vibration_vel_order__0
5f16b7b1ab44ba000132da90,607c0eae4a35c55b167af49e,False,False,True,2021-04-18 10:00:07,Step function,vibration_vel_order__0
5c429462a81e6a000160c1fa,601324277ec10e004c333187,False,False,IGNORE,2021-01-28 20:00:01,,
5de6c5de8afe100001027ddf,5ff71b65bfb14a71637bc4d1,False,False,False,2021-01-07 12:00:01,Cliff,
5eb5a90b86a21c0001e909a2,5ff7209ebfb14a71637bcc33,False,False,False,2021-01-07 08:00:01,Nonsense,
5d9e033f09f1b9000120266b,5ff71ff3bfb14a71637bca8f,False,False,False,2021-01-07 14:00:01,Nonsense,
5f871b82789ec300012555df,603fd5324c8f6b108c2b7e40,True,False,True,2021-03-01 10:00:01,Good trend,vibration_vel_rms
5f0c823a185d790001b4e654,5ff73980ef3e3b1d00a62cc4,False,0 -> 1,False,2021-01-07 16:00:01,Nonsense,
5ee3d2f04eec8a00016b8dee,5ff73d745064bd46ff9a3b36,True,False,True,2021-01-07 16:00:01,Non linear trend,vibration_vel_rms
5f3d5efd0f89b60001614475,603952c3d7299658c69be7f2,True,False,IGNORE,2021-02-26 19:00:01,,
5acd979e9a7cfb0001a3e832,5ff74900ea2c5b3a3c14f16b,False,False,False,2021-01-07 15:00:01,Small trend,
5f5281f7f3b4d400014c1c63,5ff74b17ea2c5b3a3c14f5be,False,-1 -> 0,False,2021-01-07 17:00:01,Cliff,
5de7d68ee49f1a000137c69a,5ffcfec787413319231390ff,False,False,False,2021-01-12 01:00:01,Nonsense,
5ae17219a6682000014caa71,5ff759e37c904849c3d3770d,True,2 -> 2,True,2021-01-07 18:00:01,Good trend,vibration_vel_rms
5f16b768ab44ba000132da80,5ff764a27c904849c3d37cbd,True,2 -> 2,False,2021-01-07 17:00:09,Cliff,
5af1e90ae38ff10001bb8ef7,5ff76bd0ea73fe07e9bea286,False,False,IGNORE,2021-01-07 20:00:01,,
5e8c1a840dd3cd0001670c5a,5ff7793f6e7d4b14c5f382fd,False,False,False,2021-01-07 18:00:01,Cliff,
5d669b9ba514740001726f17,5ff77e802fe46e5c5745a093,False,False,False,2021-01-07 19:00:02,Small trend,
5c88195ae5350200015864fb,5ff786a441bb997ce687e6f1,False,False,IGNORE,2021-01-07 20:00:01,,
5f056614f684b00001baf450,5fff749479eaca42367e739c,True,False,False,2021-01-13 22:00:01,Cliff,
5c922d64e5350200015bb020,5ff7ad5c510baf10e0c6cf55,False,False,False,2021-01-07 22:00:01,Nonsense,
5f36b9f14ea4c300017d760b,5ff7b1168fc9fe64fe85268b,False,False,False,2021-01-05 13:00:01,Nonsense,
5d83c5eb362a9e000102768e,5ff7bb192cce840fb56f432c,False,False,False,2021-01-08 01:00:01,Nonsense,
5ce571407abbb900011bcc88,5ff7cd6b68be591370562b29,False,False,IGNORE,2021-01-08 03:00:01,,
5f54ea4d754602000175991c,6022197ea17ac51a4003bced,False,False,True,2021-02-09 06:00:01,Good trend,vibration_vel_order__0
5ec425b6abe32f0001232f41,60740ac14a35c55b1672adfb,False,False,False,2021-04-12 06:00:01,Small trend,
5ae1721aa6682000014caa7a,604ee790f579d8121b5470eb,False,False,False,2021-03-15 04:00:04,Nonsense,
5f54e78a75460200017593d3,5ff83e1fcaaea02b29100703,False,False,IGNORE,2021-01-08 11:00:03,,
5f44f6b5de69c70001db8311,602c676ab71df55c051242bd,True,False,True,2021-02-17 00:00:01,Step function,vibration_vel_rms
5f36bfb2a829e50001166a49,5ff84be37e73a146fb87481d,True,False,False,2021-01-08 10:00:01,Nonsense,
5f6de12a2eb77000014716a0,5ff84be87e73a146fb874821,False,False,False,2021-01-08 12:00:01,Cliff,
5f5501c0754602000175abb8,602b8667deb5b821e10d0366,True,False,IGNORE,2021-02-06 04:00:01,Transient,
5b8ff5947772b400012a36d7,6002e0e2c3df010cc9e8fd3e,True,False,True,2021-01-16 12:00:01,Small trend,vibration_vel_order__0
5f3c1e9c4ccf080001bef864,602bfccb0a6ef2426285157c,False,False,True,2021-02-16 15:00:01,Good trend,vibration_vel_order__0
5c7c134a517fa800017f33d3,6002cf7ea3af5541d7c7253f,False,False,False,2021-01-16 11:15:01,Nonsense,
5f4b59a6008c8a00010a9d1d,5ff87af4e9ac75529968974a,False,False,False,2021-01-08 15:00:01,Small trend,
5e4d5f62b400680001686688,5ff8868d1777965ae47196f7,True,False,False,2021-01-08 14:00:01,Cliff,
5f3295764600950001f793e5,601776985d2c3327c500a980,True,False,True,2021-02-01 03:00:01,Small trend,vibration_vel_order__0
5e1f2e5984730d000167973c,600015489d4ef067c2307f66,True,False,True,2021-01-14 09:00:01,Non linear trend,vibration_vel_rms
5c1e4d5ac04d650001069290,60244743c6589a4c0e86ee53,True,False,True,2021-02-10 20:00:01,Good trend,vibration_vel_order__0
5f329671bff9a50001051248,5ffd561d977c8d3a97fc8458,True,False,True,2021-01-12 07:00:01,Small trend,vibration_vel_rms
5ee638dd6d0b11000196bc59,60350cac04325029319d5c1e,True,2 -> 2,True,2021-02-23 12:00:01,Good trend,vibration_vel_rms
5db1dee9c17f7d00013f97fa,5ff9295cd4485a6c2936c1d9,False,False,False,2021-01-09 03:00:01,Cliff,
5f07e56d7d396e00014baf51,5ff945c5e4c11541dc80e7f3,False,False,False,2021-01-09 05:00:01,Cliff,
5ded9667f900950001ff47fe,5ff947d1e4c11541dc80e82d,False,False,IGNORE,2021-01-09 06:00:01,,
5f16af6aab44ba000132d44b,5ff969ad5a399d71ba396f9d,True,False,True,2021-01-09 08:00:01,Small trend,vibration_vel_rms
5f68f33732513a0001e7e8a6,5ff9b24c87aea4493134a5e8,False,False,False,2021-01-09 13:00:01,Small trend,
5e1639931d33b30001fec514,5ff9ca68250b3b1bee7606a6,True,False,IGNORE,2021-01-09 15:00:01,,
